,,,,,All Type of Report (All Grades) for 01-Jan-2023 to 25-Feb-2026,,,,
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,19-01-2025,46.80,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,20-01-2025,58.50,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,21-01-2025,56.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,23-01-2025,82.10,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,27-01-2025,42.90,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,30-01-2025,60.90,Metric Tonnes,1350.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,02-02-2025,210.00,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,04-02-2025,42.30,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,16-02-2025,38.10,Metric Tonnes,1150.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,20-02-2025,57.30,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,21-02-2025,55.90,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,27-02-2025,106.10,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,01-03-2025,48.70,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,09-03-2025,67.60,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,10-03-2025,61.10,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,13-03-2025,60.90,Metric Tonnes,1350.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,14-03-2025,74.40,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,15-03-2025,42.90,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,16-03-2025,41.10,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,17-03-2025,68.80,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,18-03-2025,60.90,Metric Tonnes,1350.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,23-03-2025,48.10,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,24-03-2025,47.50,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,25-03-2025,56.40,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,28-03-2025,64.80,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,29-03-2025,59.40,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,31-03-2025,47.40,Metric Tonnes,1225.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,01-04-2025,63.00,Metric Tonnes,1650.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,05-04-2025,41.10,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,06-04-2025,73.70,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,08-04-2025,58.20,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,12-04-2025,48.60,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,14-04-2025,34.20,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,18-04-2025,52.40,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,20-04-2025,19.30,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,21-04-2025,43.90,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,25-04-2025,51.30,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,27-04-2025,39.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,02-05-2025,34.10,Metric Tonnes,1900.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,06-05-2025,72.50,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,15-05-2025,64.00,Metric Tonnes,1850.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,23-05-2025,47.50,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,25-05-2025,34.60,Metric Tonnes,1900.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,01-06-2025,61.90,Metric Tonnes,1850.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,13-06-2025,38.70,Metric Tonnes,1650.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,21-06-2025,38.50,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,22-06-2025,39.00,Metric Tonnes,1750.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,29-06-2025,35.70,Metric Tonnes,1750.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,06-07-2025,42.50,Metric Tonnes,2000.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,13-07-2025,55.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,15-07-2025,57.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,20-07-2025,57.00,Metric Tonnes,2050.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,25-07-2025,37.30,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,27-07-2025,72.40,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,31-07-2025,62.80,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,05-08-2025,60.20,Metric Tonnes,1350.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,08-08-2025,34.20,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,09-08-2025,56.30,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,10-08-2025,44.70,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,12-08-2025,37.90,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,17-08-2025,58.70,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,18-08-2025,42.50,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,23-08-2025,49.90,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,08-09-2025,32.50,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,11-09-2025,40.20,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,14-09-2025,39.70,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,15-09-2025,31.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,22-09-2025,26.60,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,28-09-2025,45.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,04-10-2025,54.90,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,12-10-2025,46.50,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,16-10-2025,46.50,Metric Tonnes,1350.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,28-10-2025,57.50,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,07-11-2025,72.70,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,13-11-2025,46.70,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,16-11-2025,59.30,Metric Tonnes,1750.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,17-11-2025,25.30,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,18-11-2025,50.30,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,21-11-2025,33.10,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,24-11-2025,49.20,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,29-11-2025,35.90,Metric Tonnes,1650.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,30-11-2025,46.70,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,01-12-2025,26.80,Metric Tonnes,1150.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,04-12-2025,60.70,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,05-12-2025,38.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,06-12-2025,27.20,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,19-12-2025,49.30,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,26-12-2025,48.10,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,28-12-2025,49.50,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,29-12-2025,25.70,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,01-01-2026,7.90,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,06-01-2026,65.70,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,10-01-2026,39.80,Metric Tonnes,1150.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,13-01-2026,53.20,Metric Tonnes,1050.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,17-01-2026,67.90,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,31-01-2026,74.90,Metric Tonnes,950.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,01-02-2026,61.00,Metric Tonnes,950.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,07-02-2026,48.10,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,08-02-2026,69.20,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,09-02-2026,37.10,Metric Tonnes,1050.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,12-02-2026,99.20,Metric Tonnes,950.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,14-02-2026,65.50,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,16-02-2026,81.50,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,19-02-2026,75.70,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Ahmednagar APMC,Vegetables,Potato,20-02-2026,51.20,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,01-01-2023,8.00,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,03-01-2023,9.00,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,04-01-2023,8.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,06-01-2023,6.00,Metric Tonnes,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,07-01-2023,10.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,08-01-2023,6.00,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,11-01-2023,9.00,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,12-01-2023,7.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,14-01-2023,8.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,15-01-2023,7.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,17-01-2023,5.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,18-01-2023,6.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,19-01-2023,10.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,20-01-2023,15.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,21-01-2023,9.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,22-01-2023,5.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,24-01-2023,1.00,Metric Tonnes,1700.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,25-01-2023,2.00,Metric Tonnes,1650.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,26-01-2023,11.00,Metric Tonnes,1650.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,27-01-2023,13.00,Metric Tonnes,1650.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,28-01-2023,8.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,29-01-2023,11.00,Metric Tonnes,1650.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,31-01-2023,13.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,01-02-2023,11.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,02-02-2023,16.00,Metric Tonnes,1550.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,03-02-2023,8.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,04-02-2023,7.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,05-02-2023,9.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,07-02-2023,13.00,Metric Tonnes,1600.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,08-02-2023,10.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,09-02-2023,12.00,Metric Tonnes,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,10-02-2023,10.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,11-02-2023,7.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,12-02-2023,16.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,14-02-2023,12.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,15-02-2023,7.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,16-02-2023,17.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,17-02-2023,12.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,18-02-2023,15.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,19-02-2023,15.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,21-02-2023,14.00,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,22-02-2023,15.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,23-02-2023,17.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,24-02-2023,13.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,25-02-2023,14.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,26-02-2023,16.00,Metric Tonnes,800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,28-02-2023,16.00,Metric Tonnes,1150.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,01-03-2023,14.00,Metric Tonnes,1150.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,02-03-2023,17.00,Metric Tonnes,1150.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,03-03-2023,13.00,Metric Tonnes,1150.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,04-03-2023,11.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,05-03-2023,17.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,07-03-2023,18.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,08-03-2023,14.00,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,09-03-2023,20.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,10-03-2023,19.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,11-03-2023,17.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,12-03-2023,20.00,Metric Tonnes,700.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,14-03-2023,19.00,Metric Tonnes,1050.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,15-03-2023,16.00,Metric Tonnes,700.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,16-03-2023,16.00,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,17-03-2023,12.00,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,18-03-2023,16.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,19-03-2023,19.00,Metric Tonnes,1050.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,21-03-2023,21.00,Metric Tonnes,1050.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,22-03-2023,18.00,Metric Tonnes,1050.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,23-03-2023,19.00,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,24-03-2023,14.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,25-03-2023,8.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,26-03-2023,17.00,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,28-03-2023,18.00,Metric Tonnes,1050.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,29-03-2023,17.00,Metric Tonnes,700.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,30-03-2023,21.00,Metric Tonnes,1050.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,31-03-2023,12.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,01-04-2023,19.00,Metric Tonnes,800.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,02-04-2023,21.00,Metric Tonnes,1150.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,04-04-2023,19.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,05-04-2023,17.00,Metric Tonnes,1050.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,06-04-2023,20.00,Metric Tonnes,1150.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,07-04-2023,13.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,08-04-2023,13.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,09-04-2023,13.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,11-04-2023,17.00,Metric Tonnes,1150.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,12-04-2023,19.00,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,13-04-2023,19.00,Metric Tonnes,900.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,14-04-2023,16.00,Metric Tonnes,1000.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,15-04-2023,13.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,16-04-2023,19.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,18-04-2023,19.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,19-04-2023,8.00,Metric Tonnes,1450.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,20-04-2023,17.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,21-04-2023,21.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,22-04-2023,15.00,Metric Tonnes,1300.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,23-04-2023,22.00,Metric Tonnes,1100.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,25-04-2023,19.00,Metric Tonnes,1250.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,26-04-2023,16.00,Metric Tonnes,1200.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,27-04-2023,20.00,Metric Tonnes,1400.00,Rs./Quintal
Maharashtra,Ahmednagar,Rahata APMC,Vegetables,Potato,28-04-2023,18.00,Metric Tonnes,1450.00,Rs./Quintal
