,,,,,,All Type of Report (All Grades) for 01-Jan-2023 to 25-Feb-2026,,,,,
Maharashtra,Ahmednagar,Vegetables,Onion,19-07-2023,0.00,8037.00,Metric Tonnes,382.69,1273.27,2358.45,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,20-07-2023,0.00,8034.00,Metric Tonnes,190.25,1099.10,1942.29,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,21-07-2023,0.00,7695.32,Metric Tonnes,215.65,989.74,1708.48,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,22-07-2023,0.00,12856.66,Metric Tonnes,220.05,1158.01,1739.61,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,23-07-2023,0.00,3813.11,Metric Tonnes,170.26,1052.48,1630.16,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,24-07-2023,0.00,11016.60,Metric Tonnes,205.08,1058.03,1666.44,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,25-07-2023,0.00,5138.38,Metric Tonnes,167.24,951.67,1606.95,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,26-07-2023,0.00,6724.25,Metric Tonnes,284.58,1287.87,2216.34,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,27-07-2023,0.00,6235.00,Metric Tonnes,178.76,1013.15,1734.79,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,28-07-2023,0.00,4723.32,Metric Tonnes,160.20,1059.05,1769.70,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,29-07-2023,0.00,5102.92,Metric Tonnes,184.07,1262.26,1962.46,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,30-07-2023,0.00,6305.75,Metric Tonnes,207.01,1158.89,1939.81,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,31-07-2023,0.00,11880.24,Metric Tonnes,241.16,1183.87,2072.45,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,01-08-2023,0.00,6393.00,Metric Tonnes,208.30,1137.81,1796.54,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,02-08-2023,0.00,8699.62,Metric Tonnes,314.54,1293.54,1974.78,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,03-08-2023,0.00,7248.00,Metric Tonnes,208.14,1178.10,1938.87,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,04-08-2023,0.00,9087.63,Metric Tonnes,340.02,1376.19,2070.10,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,05-08-2023,0.00,11922.04,Metric Tonnes,261.06,1336.89,2054.14,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,06-08-2023,0.00,4545.51,Metric Tonnes,306.72,1436.83,2159.71,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,07-08-2023,0.00,7499.77,Metric Tonnes,337.66,1500.72,2264.33,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,08-08-2023,0.00,6944.07,Metric Tonnes,280.99,1457.17,2360.30,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,09-08-2023,0.00,9314.55,Metric Tonnes,307.49,1570.08,2240.33,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,10-08-2023,0.00,8127.00,Metric Tonnes,318.75,1457.31,2447.88,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,11-08-2023,0.00,9370.76,Metric Tonnes,375.94,1779.43,2792.85,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,12-08-2023,0.00,14682.00,Metric Tonnes,476.74,1853.99,2705.55,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,13-08-2023,0.00,7777.65,Metric Tonnes,343.16,1750.02,2956.47,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,14-08-2023,0.00,7188.00,Metric Tonnes,352.13,1752.13,2514.34,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,15-08-2023,0.00,701.00,Metric Tonnes,201.50,2340.76,3292.01,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,16-08-2023,0.00,7451.00,Metric Tonnes,476.23,1942.77,2784.60,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,17-08-2023,0.00,11385.00,Metric Tonnes,293.13,1592.39,2659.38,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,18-08-2023,0.00,11645.29,Metric Tonnes,372.02,1720.39,2606.76,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,19-08-2023,0.00,14985.00,Metric Tonnes,371.60,1601.98,2451.16,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,20-08-2023,0.00,4262.00,Metric Tonnes,284.54,1460.60,2479.99,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,21-08-2023,0.00,12883.00,Metric Tonnes,354.98,1551.02,2351.26,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,22-08-2023,0.00,867.19,Metric Tonnes,264.58,1746.83,2592.15,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,23-08-2023,0.00,965.00,Metric Tonnes,355.60,1750.88,2858.89,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,24-08-2023,0.00,6010.00,Metric Tonnes,354.20,1427.07,2409.44,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,25-08-2023,0.00,6961.07,Metric Tonnes,329.70,1632.11,2534.26,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,26-08-2023,0.00,10122.00,Metric Tonnes,290.73,1597.30,2424.27,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,27-08-2023,0.00,3179.00,Metric Tonnes,307.74,1517.84,2447.69,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,28-08-2023,0.00,11304.73,Metric Tonnes,286.87,1535.56,2397.74,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,29-08-2023,0.00,2241.70,Metric Tonnes,306.87,1795.20,2437.51,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,30-08-2023,0.00,6623.00,Metric Tonnes,497.98,1908.52,2474.89,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,31-08-2023,0.00,6830.00,Metric Tonnes,316.43,1486.87,2421.87,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,01-09-2023,0.00,6269.00,Metric Tonnes,485.77,1606.78,2559.70,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,02-09-2023,0.00,8920.00,Metric Tonnes,484.44,1714.11,2482.69,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,03-09-2023,0.00,2817.15,Metric Tonnes,348.18,1545.27,2499.80,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,04-09-2023,0.00,11201.00,Metric Tonnes,475.23,1686.04,2507.21,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,05-09-2023,0.00,5019.00,Metric Tonnes,302.29,1567.87,2527.89,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,06-09-2023,0.00,1159.00,Metric Tonnes,389.21,1828.58,2477.70,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,07-09-2023,0.00,4105.00,Metric Tonnes,300.51,1919.80,2311.73,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,08-09-2023,0.00,6123.90,Metric Tonnes,288.79,1565.31,2447.40,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,09-09-2023,0.00,4713.00,Metric Tonnes,365.99,1750.76,2196.23,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,10-09-2023,0.00,2764.00,Metric Tonnes,311.18,1553.62,2496.83,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,11-09-2023,0.00,11291.00,Metric Tonnes,331.31,1705.36,2374.63,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,12-09-2023,0.00,4378.00,Metric Tonnes,260.85,1506.56,2379.76,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,13-09-2023,0.00,5061.00,Metric Tonnes,327.31,1800.99,2398.77,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,14-09-2023,0.00,906.00,Metric Tonnes,200.00,1357.92,2250.83,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,15-09-2023,0.00,4928.19,Metric Tonnes,290.71,1533.14,2347.41,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,16-09-2023,0.00,7606.10,Metric Tonnes,364.43,1793.28,2435.44,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,17-09-2023,0.00,3535.97,Metric Tonnes,302.18,1607.68,2516.57,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,18-09-2023,0.00,10623.00,Metric Tonnes,329.86,1753.68,2446.31,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,19-09-2023,0.00,3887.00,Metric Tonnes,250.53,1526.45,2420.98,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,20-09-2023,0.00,6054.03,Metric Tonnes,312.84,1874.49,2415.05,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,21-09-2023,0.00,6626.00,Metric Tonnes,246.01,1711.47,2576.01,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,22-09-2023,0.00,6240.22,Metric Tonnes,299.11,1656.84,2604.89,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,23-09-2023,0.00,7022.40,Metric Tonnes,330.21,1855.02,2518.77,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,24-09-2023,0.00,3256.14,Metric Tonnes,352.46,1792.56,2827.08,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,25-09-2023,0.00,8828.00,Metric Tonnes,326.63,2042.42,2689.16,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,26-09-2023,0.00,1680.00,Metric Tonnes,544.53,1906.03,2735.60,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,27-09-2023,0.00,6607.00,Metric Tonnes,365.01,2087.41,2879.77,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,28-09-2023,0.00,7321.00,Metric Tonnes,323.36,1856.04,2562.31,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,29-09-2023,0.00,4396.12,Metric Tonnes,259.09,1571.44,2536.44,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,30-09-2023,0.00,9913.04,Metric Tonnes,264.13,2012.73,2869.04,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,01-10-2023,0.00,4095.00,Metric Tonnes,315.16,1645.24,2622.24,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,02-10-2023,0.00,12057.00,Metric Tonnes,337.48,2072.22,2817.93,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,03-10-2023,0.00,1656.00,Metric Tonnes,525.55,2079.34,2609.95,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,04-10-2023,0.00,7238.00,Metric Tonnes,413.22,2173.91,3083.38,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,05-10-2023,0.00,7851.00,Metric Tonnes,338.31,1791.56,2537.97,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,06-10-2023,0.00,8058.62,Metric Tonnes,331.53,1710.68,2665.72,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,07-10-2023,0.00,9717.85,Metric Tonnes,388.63,2109.92,2973.95,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,08-10-2023,0.00,1884.23,Metric Tonnes,445.39,2138.87,2819.60,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,09-10-2023,0.00,7818.13,Metric Tonnes,323.79,2235.51,2902.11,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,10-10-2023,0.00,1427.00,Metric Tonnes,611.38,2093.48,2814.87,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,11-10-2023,0.00,4790.00,Metric Tonnes,424.28,2288.52,3235.25,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,12-10-2023,0.00,5024.00,Metric Tonnes,311.70,2210.69,2967.09,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,13-10-2023,0.00,2477.00,Metric Tonnes,343.04,1947.64,2946.79,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,14-10-2023,0.00,5265.49,Metric Tonnes,382.74,2366.55,3158.65,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,15-10-2023,0.00,1517.00,Metric Tonnes,398.22,1947.63,3105.93,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,16-10-2023,0.00,6120.00,Metric Tonnes,425.20,2682.52,3994.62,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,17-10-2023,0.00,2615.06,Metric Tonnes,604.41,2821.31,4327.36,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,18-10-2023,0.00,3567.38,Metric Tonnes,543.54,3280.83,4279.64,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,19-10-2023,0.00,4993.00,Metric Tonnes,491.29,2907.17,4127.62,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,20-10-2023,0.00,5076.17,Metric Tonnes,445.18,2729.46,4164.41,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,21-10-2023,0.00,6137.00,Metric Tonnes,586.38,3107.01,4033.46,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,22-10-2023,0.00,1891.00,Metric Tonnes,657.80,2792.86,4237.28,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,23-10-2023,0.00,1757.00,Metric Tonnes,840.24,3593.04,4507.60,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,24-10-2023,0.00,3098.48,Metric Tonnes,902.31,3324.87,4931.59,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,25-10-2023,0.00,3023.00,Metric Tonnes,1005.13,4109.87,5625.96,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,26-10-2023,0.00,4734.00,Metric Tonnes,1229.30,3949.17,5894.49,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,27-10-2023,0.00,4731.00,Metric Tonnes,890.26,4015.93,6007.66,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,28-10-2023,0.00,7418.06,Metric Tonnes,969.50,4177.36,5939.50,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,29-10-2023,0.00,2725.00,Metric Tonnes,854.90,3779.87,5766.59,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,30-10-2023,0.00,4074.50,Metric Tonnes,798.91,4078.94,5433.27,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,31-10-2023,0.00,2497.00,Metric Tonnes,671.37,3204.06,5192.04,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,01-11-2023,0.00,3080.00,Metric Tonnes,952.73,4144.49,5401.00,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,02-11-2023,0.00,4153.00,Metric Tonnes,846.46,3488.24,5104.72,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,03-11-2023,0.00,3483.00,Metric Tonnes,781.83,3149.74,4835.29,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,04-11-2023,0.00,814.00,Metric Tonnes,1157.99,2965.10,3690.45,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,06-11-2023,0.00,1877.48,Metric Tonnes,597.33,3256.97,4347.98,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,07-11-2023,0.00,1431.00,Metric Tonnes,730.49,2730.07,4542.68,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,08-11-2023,0.00,2285.00,Metric Tonnes,949.28,3509.26,4898.21,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,09-11-2023,0.00,525.00,Metric Tonnes,714.90,3272.19,4739.17,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,11-11-2023,0.00,14.00,Metric Tonnes,300.00,2250.00,4200.00,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,14-11-2023,0.00,1176.00,Metric Tonnes,206.89,2364.92,4504.59,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,15-11-2023,0.00,906.00,Metric Tonnes,1000.00,3500.00,4600.00,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,16-11-2023,0.00,3884.00,Metric Tonnes,774.15,3236.74,4762.59,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,17-11-2023,0.00,1228.00,Metric Tonnes,688.68,2775.26,4349.67,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,18-11-2023,0.00,1785.00,Metric Tonnes,930.31,3430.31,4466.95,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,19-11-2023,0.00,752.31,Metric Tonnes,1060.21,3612.74,4489.23,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,20-11-2023,0.00,5737.00,Metric Tonnes,846.72,3601.38,4491.19,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,21-11-2023,0.00,2315.57,Metric Tonnes,526.47,2731.29,4363.33,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,22-11-2023,0.00,3426.91,Metric Tonnes,1085.37,3454.36,4567.09,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,23-11-2023,0.00,6329.00,Metric Tonnes,790.93,3220.56,4087.89,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,24-11-2023,0.00,4503.23,Metric Tonnes,611.42,2677.84,3939.27,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,25-11-2023,0.00,2560.45,Metric Tonnes,942.48,3530.10,4310.71,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,26-11-2023,0.00,1809.00,Metric Tonnes,679.30,2536.32,3882.64,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,27-11-2023,0.00,2528.89,Metric Tonnes,826.17,3531.57,4548.04,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,28-11-2023,0.00,1959.92,Metric Tonnes,717.00,2882.23,4402.40,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,29-11-2023,0.00,2259.62,Metric Tonnes,942.99,3608.74,4615.72,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,30-11-2023,0.00,5596.00,Metric Tonnes,730.62,3482.93,4359.44,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,03-12-2023,0.00,9.00,Metric Tonnes,500.00,3000.00,4000.00,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,04-12-2023,0.00,5559.00,Metric Tonnes,874.83,3489.27,4408.14,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,05-12-2023,0.00,1473.00,Metric Tonnes,599.05,2659.14,4403.73,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,06-12-2023,0.00,2937.00,Metric Tonnes,916.89,3311.71,4482.29,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,07-12-2023,0.00,5019.00,Metric Tonnes,1148.77,3440.18,4407.91,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,08-12-2023,0.00,2391.00,Metric Tonnes,509.16,2117.64,3585.72,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,09-12-2023,0.00,5810.00,Metric Tonnes,462.25,2280.21,3448.82,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,10-12-2023,0.00,823.00,Metric Tonnes,506.20,2105.97,3182.81,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,11-12-2023,0.00,7261.00,Metric Tonnes,504.53,2211.07,3330.45,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,12-12-2023,0.00,938.00,Metric Tonnes,589.77,2099.41,3288.40,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,13-12-2023,0.00,4318.00,Metric Tonnes,453.86,1884.49,2728.30,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,14-12-2023,0.00,555.00,Metric Tonnes,321.92,1928.53,2744.44,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,15-12-2023,0.00,3159.00,Metric Tonnes,457.74,1658.14,2712.28,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,16-12-2023,0.00,9373.00,Metric Tonnes,298.16,1531.07,2206.45,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,17-12-2023,0.00,1823.00,Metric Tonnes,294.79,1547.37,2481.95,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,18-12-2023,0.00,10502.00,Metric Tonnes,267.91,1707.42,2499.29,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,19-12-2023,0.00,1592.00,Metric Tonnes,411.18,1649.39,2577.54,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,20-12-2023,0.00,5263.00,Metric Tonnes,432.32,1842.87,2569.22,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,21-12-2023,0.00,8448.00,Metric Tonnes,189.04,1445.55,2463.13,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,22-12-2023,0.00,3134.00,Metric Tonnes,293.62,1527.96,2363.50,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,23-12-2023,0.00,3740.00,Metric Tonnes,480.29,1592.46,1962.33,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,24-12-2023,0.00,1864.00,Metric Tonnes,200.80,1532.79,2250.38,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,25-12-2023,0.00,7328.00,Metric Tonnes,179.92,1399.75,2156.31,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,26-12-2023,0.00,1342.00,Metric Tonnes,190.03,1183.81,2014.34,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,27-12-2023,0.00,4183.00,Metric Tonnes,381.17,1503.59,2087.69,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,28-12-2023,0.00,5903.00,Metric Tonnes,177.06,1427.32,2072.82,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,29-12-2023,0.00,2119.00,Metric Tonnes,217.04,1372.21,2075.71,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,30-12-2023,0.00,6712.00,Metric Tonnes,267.80,1646.53,2136.76,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,31-12-2023,0.00,1576.00,Metric Tonnes,309.64,1609.39,2453.62,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,01-01-2024,0.00,2958.00,Metric Tonnes,616.60,1703.14,2257.64,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,02-01-2024,0.00,775.00,Metric Tonnes,364.00,1560.60,2382.02,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,03-01-2024,0.00,5089.00,Metric Tonnes,536.15,1810.83,2447.28,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,04-01-2024,0.00,7049.00,Metric Tonnes,229.26,1512.21,2350.53,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,05-01-2024,0.00,3394.00,Metric Tonnes,418.33,1475.59,2180.42,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,06-01-2024,0.00,11601.00,Metric Tonnes,211.82,1548.93,2156.48,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,07-01-2024,0.00,2620.00,Metric Tonnes,444.12,1460.48,2246.83,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,08-01-2024,0.00,13159.00,Metric Tonnes,192.63,1447.80,2116.60,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,09-01-2024,0.00,1373.00,Metric Tonnes,381.65,1413.75,2083.61,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,10-01-2024,0.00,2826.00,Metric Tonnes,327.39,1482.16,2257.91,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,11-01-2024,0.00,1436.00,Metric Tonnes,469.40,1466.96,2183.63,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,12-01-2024,0.00,1998.00,Metric Tonnes,246.85,1335.39,2042.64,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,13-01-2024,0.00,3248.00,Metric Tonnes,408.28,1497.57,1984.11,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,14-01-2024,0.00,2603.00,Metric Tonnes,277.79,1444.41,2185.32,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,15-01-2024,0.00,11792.00,Metric Tonnes,226.85,1465.52,1968.62,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,16-01-2024,0.00,1519.00,Metric Tonnes,235.35,1155.50,1897.42,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,17-01-2024,0.00,6466.00,Metric Tonnes,339.92,1377.05,1918.17,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,18-01-2024,0.00,10493.00,Metric Tonnes,144.12,1287.95,1858.24,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,19-01-2024,0.00,3840.00,Metric Tonnes,262.37,1230.44,1849.34,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,20-01-2024,0.00,4987.00,Metric Tonnes,334.05,1291.60,1539.23,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,21-01-2024,0.00,2589.00,Metric Tonnes,217.23,1347.33,1789.34,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,22-01-2024,0.00,763.00,Metric Tonnes,200.00,1000.00,1800.00,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,23-01-2024,0.00,1970.00,Metric Tonnes,216.09,949.49,1588.40,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,24-01-2024,0.00,7835.00,Metric Tonnes,186.52,1016.89,1505.77,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,25-01-2024,0.00,12222.00,Metric Tonnes,113.81,760.61,1228.28,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,26-01-2024,0.00,1515.00,Metric Tonnes,100.00,950.00,1500.00,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,27-01-2024,0.00,3220.00,Metric Tonnes,180.06,882.19,1176.91,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,28-01-2024,0.00,2380.00,Metric Tonnes,116.22,1110.00,1768.45,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,29-01-2024,0.00,6369.00,Metric Tonnes,151.82,916.50,1443.49,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,30-01-2024,0.00,1013.00,Metric Tonnes,185.88,910.61,1524.09,Rs./Quintal
Maharashtra,Ahmednagar,Vegetables,Onion,31-01-2024,0.00,4592.00,Metric Tonnes,168.03,1060.79,1587.01,Rs./Quintal
